DateTime,Players,Average Players,Flags,Final Price,Discount,,
2022-02-17 00:00:00,11335,,,59.99,0,,
2022-02-18 00:00:00,12132,,,59.99,0,,
2022-02-19 00:00:00,12833,,,59.99,0,,
2022-02-20 00:00:00,12345,,,59.99,0,,
2022-02-21 00:00:00,9963,,,59.99,0,,
2022-02-22 00:00:00,9975,,,59.99,0,,
2022-02-23 00:00:00,10124,,,59.99,0,,
2022-02-24 00:00:00,10043,,,59.99,0,,
2022-02-25 00:00:00,10752,,,59.99,0,,
2022-02-26 00:00:00,11279,,,59.99,0,,
2022-02-27 00:00:00,10612,,,59.99,0,,
2022-02-28 00:00:00,8713,,,59.99,0,,
2022-03-01 00:00:00,8599,,,59.99,0,,
2022-03-02 00:00:00,8381,,,59.99,0,,
2022-03-03 00:00:00,9864,,,59.99,0,,
2022-03-04 00:00:00,10838,,,59.99,0,,
2022-03-05 00:00:00,11528,,,59.99,0,,
2022-03-06 00:00:00,10933,,,59.99,0,,
2022-03-07 00:00:00,9289,,,59.99,0,,
2022-03-08 00:00:00,8841,,,59.99,0,,
2022-03-09 00:00:00,8216,,,59.99,0,,
2022-03-10 00:00:00,9604,,,59.99,0,,
2022-03-11 00:00:00,10550,,,59.99,0,,
2022-03-12 00:00:00,10972,,,59.99,0,,
2022-03-13 00:00:00,10193,,,59.99,0,,
2022-03-14 00:00:00,7962,,,59.99,0,,
2022-03-15 00:00:00,7720,,,59.99,0,,
2022-03-16 00:00:00,7718,,,59.99,0,,
2022-03-17 00:00:00,8885,,,59.99,0,,
2022-03-18 00:00:00,9606,,,59.99,0,,
2022-03-19 00:00:00,10016,,,59.99,0,,
2022-03-20 00:00:00,9452,,,59.99,0,,
2022-03-21 00:00:00,7411,,,59.99,0,,
2022-03-22 00:00:00,7151,,,59.99,0,,
2022-03-23 00:00:00,7255,,,59.99,0,,
2022-03-24 00:00:00,8260,,,59.99,0,,
2022-03-25 00:00:00,8546,,,59.99,0,,
2022-03-26 00:00:00,9054,,,59.99,0,,
2022-03-27 00:00:00,8600,,,59.99,0,,
2022-03-28 00:00:00,7021,,,59.99,0,,
2022-03-29 00:00:00,6832,,,59.99,0,,
2022-03-30 00:00:00,6535,,,59.99,0,,
2022-03-31 00:00:00,8276,,,59.99,0,,
2022-04-01 00:00:00,8303,,,59.99,0,,
2022-04-02 00:00:00,9500,,,59.99,0,,
2022-04-03 00:00:00,9279,,,59.99,0,,
2022-04-04 00:00:00,7423,,,59.99,0,,
2022-04-05 00:00:00,6933,,,59.99,0,,
2022-04-06 00:00:00,6654,,,59.99,0,,
2022-04-07 00:00:00,7844,,,19.79,67,,
2022-04-08 00:00:00,11325,,,19.79,67,,
2022-04-09 00:00:00,14774,,,19.79,67,,
2022-04-10 00:00:00,16592,,,19.79,67,,
2022-04-11 00:00:00,15798,,,19.79,67,,
2022-04-12 00:00:00,16715,,,19.79,67,,
2022-04-13 00:00:00,17389,,,19.79,67,,
2022-04-14 00:00:00,18180,,,19.79,67,,
2022-04-15 00:00:00,20757,,,59.99,0,,
2022-04-16 00:00:00,19699,,,59.99,0,,
2022-04-17 00:00:00,17274,,,59.99,0,,
2022-04-18 00:00:00,14243,,,59.99,0,,
2022-04-19 00:00:00,12650,,,59.99,0,,
2022-04-20 00:00:00,11562,,,59.99,0,,
2022-04-21 00:00:00,11694,,,59.99,0,,
2022-04-22 00:00:00,12123,,,59.99,0,,
2022-04-23 00:00:00,11459,,,59.99,0,,
2022-04-24 00:00:00,10918,,,59.99,0,,
2022-04-25 00:00:00,8908,,,59.99,0,,
2022-04-26 00:00:00,8646,,,59.99,0,,
2022-04-27 00:00:00,8572,,,59.99,0,,
2022-04-28 00:00:00,9962,,,59.99,0,,
2022-04-29 00:00:00,10514,,,59.99,0,,
2022-04-30 00:00:00,10655,,,59.99,0,,
2022-05-01 00:00:00,10240,,,59.99,0,,
2022-05-02 00:00:00,9086,,,59.99,0,,
2022-05-03 00:00:00,8868,,,59.99,0,,
2022-05-04 00:00:00,7886,,,59.99,0,,
2022-05-05 00:00:00,8959,,,59.99,0,,
2022-05-06 00:00:00,9000,,,59.99,0,,
2022-05-07 00:00:00,9630,,,59.99,0,,
2022-05-08 00:00:00,9123,,,59.99,0,,
2022-05-09 00:00:00,7795,,,59.99,0,,
2022-05-10 00:00:00,7715,,,59.99,0,,
2022-05-11 00:00:00,7675,,,59.99,0,,
2022-05-12 00:00:00,8730,,,59.99,0,,
2022-05-13 00:00:00,8844,,,59.99,0,,
2022-05-14 00:00:00,8820,,,59.99,0,,
2022-05-15 00:00:00,8266,,,59.99,0,,
2022-05-16 00:00:00,7247,,,59.99,0,,
2022-05-17 00:00:00,6944,,,59.99,0,,
2022-05-18 00:00:00,7060,,,59.99,0,,
2022-05-19 00:00:00,8302,,,59.99,0,,
2022-05-20 00:00:00,7625,,,59.99,0,,
2022-05-21 00:00:00,7663,,,59.99,0,,
2022-05-22 00:00:00,7205,,,59.99,0,,
2022-05-23 00:00:00,6135,,,19.79,67,,
2022-05-24 00:00:00,8989,,,19.79,67,,
2022-05-25 00:00:00,12188,,,19.79,67,,
2022-05-26 00:00:00,15960,,,19.79,67,,
2022-05-27 00:00:00,17190,,,19.79,67,,
2022-05-28 00:00:00,18667,,,19.79,67,,
2022-05-29 00:00:00,18826,,,19.79,67,,
2022-05-30 00:00:00,18377,,,59.99,0,,
2022-05-31 00:00:00,16611,,,59.99,0,,
2022-06-01 00:00:00,14704,,,59.99,0,,
2022-06-02 00:00:00,15401,,,59.99,0,,
2022-06-03 00:00:00,13927,,,59.99,0,,
2022-06-04 00:00:00,13277,,,59.99,0,,
2022-06-05 00:00:00,12233,,,59.99,0,,
2022-06-06 00:00:00,10916,,,59.99,0,,
2022-06-07 00:00:00,10729,,,59.99,0,,
2022-06-08 00:00:00,10130,,,59.99,0,,
2022-06-09 00:00:00,10958,,,59.99,0,,
2022-06-10 00:00:00,11107,,,59.99,0,,
2022-06-11 00:00:00,11159,,,59.99,0,,
2022-06-12 00:00:00,10725,,,59.99,0,,
2022-06-13 00:00:00,9691,,,59.99,0,,
2022-06-14 00:00:00,9178,,,59.99,0,,
2022-06-15 00:00:00,8851,,,59.99,0,,
2022-06-16 00:00:00,9750,,,59.99,0,,
2022-06-17 00:00:00,9497,,,59.99,0,,
2022-06-18 00:00:00,9300,,,59.99,0,,
2022-06-19 00:00:00,9035,,,59.99,0,,
2022-06-20 00:00:00,8045,,,59.99,0,,
2022-06-21 00:00:00,7979,,,59.99,0,,
2022-06-22 00:00:00,7570,,,59.99,0,,
2022-06-23 00:00:00,8963,,,19.79,67,,
2022-06-24 00:00:00,11516,,,19.79,67,,
2022-06-25 00:00:00,13123,,,19.79,67,,
2022-06-26 00:00:00,14341,,,19.79,67,,
2022-06-27 00:00:00,14263,,,19.79,67,,
2022-06-28 00:00:00,14275,,,19.79,67,,
2022-06-29 00:00:00,14279,,,19.79,67,,
2022-06-30 00:00:00,15372,,,19.79,67,,
2022-07-01 00:00:00,15512,,,19.79,67,,
2022-07-02 00:00:00,15741,,,19.79,67,,
2022-07-03 00:00:00,16074,,,19.79,67,,
2022-07-04 00:00:00,14908,,,19.79,67,,
2022-07-05 00:00:00,14716,,,19.79,67,,
2022-07-06 00:00:00,15023,,,19.79,67,,
2022-07-07 00:00:00,15773,,,59.99,0,,
2022-07-08 00:00:00,15669,,,59.99,0,,
2022-07-09 00:00:00,14438,,,59.99,0,,
2022-07-10 00:00:00,13676,,,59.99,0,,
2022-07-11 00:00:00,12510,,,59.99,0,,
2022-07-12 00:00:00,11842,,,59.99,0,,
2022-07-13 00:00:00,11174,,,59.99,0,,
2022-07-14 00:00:00,11358,,,59.99,0,,
2022-07-15 00:00:00,10787,,,59.99,0,,
2022-07-16 00:00:00,10343,,,59.99,0,,
2022-07-17 00:00:00,10219,,,59.99,0,,
2022-07-18 00:00:00,9190,,,59.99,0,,
2022-07-19 00:00:00,9072,,,59.99,0,,
2022-07-20 00:00:00,8783,,,59.99,0,,
2022-07-21 00:00:00,10154,,,59.99,0,,
2022-07-22 00:00:00,10169,,,59.99,0,,
2022-07-23 00:00:00,9996,,,59.99,0,,
2022-07-24 00:00:00,9708,,,59.99,0,,
2022-07-25 00:00:00,8924,,,59.99,0,,
2022-07-26 00:00:00,8749,,,59.99,0,,
2022-07-27 00:00:00,8467,,,59.99,0,,
2022-07-28 00:00:00,9342,,,59.99,0,,
2022-07-29 00:00:00,9338,,,59.99,0,,
2022-07-30 00:00:00,9359,,,59.99,0,,
2022-07-31 00:00:00,9442,,,59.99,0,,
2022-08-01 00:00:00,8555,,,59.99,0,,
2022-08-02 00:00:00,8100,,,59.99,0,,
2022-08-03 00:00:00,8193,,,59.99,0,,
2022-08-04 00:00:00,8904,,,59.99,0,,
2022-08-05 00:00:00,9326,,,59.99,0,,
2022-08-06 00:00:00,8953,,,59.99,0,,
2022-08-07 00:00:00,9038,,,59.99,0,,
2022-08-08 00:00:00,8357,,,59.99,0,,
2022-08-09 00:00:00,8578,,,59.99,0,,
2022-08-10 00:00:00,7846,,,59.99,0,,
2022-08-11 00:00:00,8411,,,59.99,0,,
2022-08-12 00:00:00,8236,,,59.99,0,,
2022-08-13 00:00:00,8082,,,59.99,0,,
2022-08-14 00:00:00,7888,,,59.99,0,,
2022-08-15 00:00:00,7408,,,59.99,0,,
2022-08-16 00:00:00,7183,,,59.99,0,,
2022-08-17 00:00:00,7010,,,59.99,0,,
2022-08-18 00:00:00,8167,,,59.99,0,,
2022-08-19 00:00:00,8199,,,59.99,0,,
2022-08-20 00:00:00,8252,,,59.99,0,,
2022-08-21 00:00:00,8236,,,59.99,0,,
2022-08-22 00:00:00,7392,,,59.99,0,,
2022-08-23 00:00:00,7389,,,59.99,0,,
