DateTime,Players,Average Players,Flags,Final Price,Discount
2023-07-02 00:00:00,27686,18751,,29.99,50
2023-07-03 00:00:00,25453,15866,,29.99,50
2023-07-04 00:00:00,24807,15698,,29.99,50
2023-07-05 00:00:00,24122,15012,,29.99,50
2023-07-06 00:00:00,26293,15766,,29.99,50
2023-07-07 00:00:00,25422,16061,,29.99,50
2023-07-08 00:00:00,25406,17352,,29.99,50
2023-07-09 00:00:00,25752,17686,,29.99,50
2023-07-10 00:00:00,23001,14764,,29.99,50
2023-07-11 00:00:00,22489,14259,,29.99,50
2023-07-12 00:00:00,22471,14331,,29.99,50
2023-07-13 00:00:00,26211,15426,,59.99,0
2023-07-14 00:00:00,24102,15491,,59.99,0
2023-07-15 00:00:00,23817,16002,,59.99,0
2023-07-16 00:00:00,22769,15738,,59.99,0
2023-07-17 00:00:00,19626,12822,,59.99,0
2023-07-18 00:00:00,19338,11907,,59.99,0
2023-07-19 00:00:00,17881,11501,,59.99,0
2023-07-20 00:00:00,22761,12975,,59.99,0
2023-07-21 00:00:00,21212,13593,,59.99,0
2023-07-22 00:00:00,20356,14137,,59.99,0
2023-07-23 00:00:00,19849,13931,,59.99,0
2023-07-24 00:00:00,17686,11481,,59.99,0
2023-07-25 00:00:00,17075,11114,,59.99,0
2023-07-26 00:00:00,17014,10997,,59.99,0
2023-07-27 00:00:00,20214,10997,,59.99,0
